12.5,30.74,18.24,Predicted higher
63.4,17.39,46.01,Predicted lower
61.8,37.7,24.1,Predicted lower
11.3,18.27,6.97,Predicted higher
86.9,1.92,84.98,Predicted lower
1.6,19.78,18.18,Predicted higher
68.2,33.18,35.02,Predicted lower
5.7,9.31,3.61,Predicted higher
2.0,1.5,0.5,Predicted lower
2.6,42.66,40.06,Predicted higher
2.1,14.82,12.72,Predicted higher
66.2,28.62,37.58,Predicted lower
94.3,51.14,43.16,Predicted lower
1.9,0.62,1.28,Predicted lower
75.4,14.07,61.33,Predicted lower
